"Occupancy","Capacity","QueueLength","TrafficConditionNearby","IsSpecialDay","VehicleType","Model2Price","time","diff"
"333","387","7","high","0","car","13.72","1752074098718","1"
"561","690","5","average","0","cycle","13.01","1752074098718","1"
"593","1200","2","low","0","car","11.66","1752074098718","1"
"158","485","2","low","0","car","11.52","1752074098718","1"
"159","577","3","average","0","car","11.73","1752074098718","1"
"587","687","4","average","0","car","12.63","1752074098718","1"
"545","2803","4","low","0","car","12.25","1752074098718","1"
"440","1200","2","low","0","car","11.56","1752074098718","1"
"872","1322","4","low","1","truck","13.17","1752074098718","1"
"249","485","2","low","0","car","11.68","1752074098718","1"
"1187","2009","9","high","0","car","14.33","1752074098718","1"
"336","2937","3","low","1","car","12.01","1752074098718","1"
"1886","3103","4","low","1","car","12.84","1752074098718","1"
"598","687","4","low","1","bike","12.77","1752074098718","1"
"323","485","3","low","0","car","12.22","1752074098718","1"
"502","690","3","low","0","car","12.27","1752074098718","1"
"1462","2009","9","high","0","cycle","14.44","1752074098718","1"
"1050","2009","3","low","0","car","12.1","1752074098718","1"
"652","690","9","high","0","car","14.62","1752074098718","1"
"446","1322","2","low","0","cycle","11.53","1752074098718","1"
"432","470","4","average","0","car","12.68","1752074098718","1"
"705","1322","8","high","0","cycle","13.86","1752074098718","1"
"641","1322","8","high","0","truck","14.11","1752074098718","1"
"333","485","4","average","0","car","12.49","1752074098718","1"
"771","1200","4","average","0","car","12.45","1752074098718","1"
"346","687","2","low","0","truck","11.96","1752074098718","1"
"2027","3883","4","average","0","car","12.35","1752074098718","1"
"3373","3883","9","high","0","car","14.56","1752074098718","1"
"451","470","5","average","0","cycle","13.13","1752074098718","1"
"67","577","2","average","0","car","11.18","1752074098718","1"
"678","1200","3","low","0","car","12.14","1752074098718","1"
"169","470","9","high","1","car","14.38","1752074098718","1"
"402","387","3","low","0","car","12.53","1752074098718","1"
"711","1200","4","average","0","cycle","12.41","1752074098718","1"
"336","687","3","low","1","cycle","12.32","1752074098718","1"
"1235","2937","8","high","0","car","13.77","1752074098718","1"
"1518","1920","6","average","0","bike","13.12","1752074098718","1"
"613","1920","5","average","0","car","12.6","1752074098718","1"
"338","387","8","high","0","car","14.14","1752074098718","1"
"239","1200","2","low","0","car","11.42","1752074098718","1"
"913","2009","2","low","0","car","11.63","1752074098718","1"
"990","1322","3","low","1","car","12.54","1752074098718","1"
"22","577","1","low","0","bike","10.57","1752074098718","1"
"540","687","6","average","1","truck","13.95","1752074098718","1"
"192","485","3","low","1","cycle","12.25","1752074098718","1"
"103","470","6","high","0","car","12.77","1752074098718","1"
"621","1200","3","low","0","car","12.1","1752074098718","1"
"1180","2937","5","average","0","car","12.67","1752074098718","1"
"1052","2009","3","low","0","bike","11.81","1752074098718","1"
"604","687","5","average","0","car","13.07","1752074098718","1"
"306","470","3","low","0","bike","11.92","1752074098718","1"
"716","2009","2","low","0","car","11.55","1752074098718","1"
"235","485","2","low","0","cycle","11.65","1752074098718","1"
"177","577","4","average","0","car","12.17","1752074098718","1"
"394","1322","2","low","0","bike","11.21","1752074098718","1"
"719","3103","9","high","1","bike","13.98","1752074098718","1"
"596","690","3","low","0","car","12.39","1752074098718","1"
"593","690","4","average","0","bike","12.34","1752074098718","1"
"2759","3883","7","average","0","car","13.76","1752074098718","1"
"721","1322","3","low","0","bike","11.83","1752074098718","1"
"1387","1920","6","average","0","bike","13.06","1752074098718","1"
"449","470","5","average","0","truck","13.42","1752074098718","1"
"605","687","6","average","0","bike","13.19","1752074098718","1"
"597","687","2","low","0","bike","11.68","1752074098718","1"
"807","1322","8","high","0","truck","14.22","1752074098718","1"
"590","2937","4","low","1","car","12.5","1752074098718","1"
"93","470","4","average","0","truck","12.37","1752074098718","1"
"1058","2937","4","low","0","bike","12.09","1752074098718","1"
"1130","1920","3","low","0","bike","11.87","1752074098718","1"
"786","1322","5","average","0","car","12.83","1752074098718","1"
"1260","2937","6","high","0","car","12.94","1752074098718","1"
"943","3103","3","low","0","car","11.92","1752074098718","1"
"1126","2803","4","average","0","cycle","12.25","1752074098718","1"
"438","2803","2","low","0","truck","11.67","1752074098718","1"
"176","2803","3","low","1","car","11.97","1752074098718","1"
"683","2009","2","low","0","car","11.53","1752074098718","1"
"175","470","6","high","0","car","12.89","1752074098718","1"
"2974","3883","7","average","0","car","13.8","1752074098718","1"
"197","2803","2","low","0","truck","11.6","1752074098718","1"
"480","690","7","high","0","bike","13.29","1752074098718","1"
"855","1920","8","high","0","car","13.79","1752074098718","1"
"921","3103","4","low","1","car","12.58","1752074098718","1"
"394","387","5","average","0","bike","12.89","1752074098718","1"
"505","690","2","low","0","car","11.86","1752074098718","1"
"340","485","3","low","0","bike","11.96","1752074098718","1"
"333","687","2","low","0","truck","11.95","1752074098718","1"
"56","577","4","average","1","truck","12.54","1752074098718","1"
"67","577","1","low","0","cycle","10.93","1752074098718","1"
"178","577","4","average","0","cycle","12.17","1752074098718","1"
"537","2803","6","high","0","cycle","12.74","1752074098718","1"
"1348","2009","6","average","0","car","13.31","1752074098718","1"
"266","387","2","low","0","bike","11.53","1752074098718","1"
"549","1322","2","low","0","cycle","11.6","1752074098718","1"
"1200","2009","2","low","0","cycle","11.75","1752074098718","1"
"197","470","2","low","0","cycle","11.6","1752074098718","1"
"806","1200","8","high","0","car","13.98","1752074098718","1"
"1386","1920","5","average","0","truck","13.23","1752074098718","1"
"525","1322","3","low","0","car","12.0","1752074098718","1"
"1228","1920","8","high","0","bike","13.66","1752074098718","1"
"384","387","4","average","0","car","12.74","1752074098718","1"
"994","1920","3","low","0","bike","11.81","1752074098718","1"
"167","577","5","average","0","car","12.57","1752074098718","1"
"404","1322","1","low","0","bike","10.8","1752074098718","1"
"3115","3883","3","low","0","car","12.34","1752074098718","1"
"276","485","2","low","0","car","11.72","1752074098718","1"
"1053","3103","4","average","0","car","12.2","1752074098718","1"
"158","577","5","average","0","car","12.56","1752074098718","1"
"1429","1920","4","average","0","car","12.54","1752074098718","1"
"926","2937","3","low","0","car","11.93","1752074098718","1"
"91","577","1","low","0","car","10.96","1752074098718","1"
"295","1322","4","low","1","car","12.52","1752074098718","1"
"626","690","6","high","0","car","13.34","1752074098718","1"
"269","485","1","low","0","car","11.3","1752074098718","1"
"388","2803","5","average","0","car","12.45","1752074098718","1"
"1424","3883","5","average","0","car","12.64","1752074098718","1"
"287","387","3","low","0","car","12.28","1752074098718","1"
"248","485","5","average","1","bike","12.72","1752074098718","1"
"427","687","4","low","0","bike","12.31","1752074098718","1"
"1147","2937","5","high","0","truck","12.78","1752074098718","1"
"2490","3883","3","low","0","cycle","12.2","1752074098718","1"
"866","3103","2","low","0","truck","11.77","1752074098718","1"
"571","690","5","average","0","bike","12.73","1752074098718","1"
"290","690","1","low","0","bike","10.89","1752074098718","1"
"1009","3103","3","low","0","bike","11.65","1752074098718","1"
"1009","3103","2","low","0","bike","11.23","1752074098718","1"
"866","3103","8","average","1","cycle","14.07","1752074098718","1"
"840","1322","6","average","0","car","13.28","1752074098718","1"
"286","387","3","average","0","car","12.12","1752074098718","1"
"1161","1920","2","low","0","bike","11.46","1752074098718","1"
"198","577","5","average","0","car","12.62","1752074098718","1"
"208","485","2","low","1","truck","12.15","1752074098718","1"
"678","687","4","average","0","bike","12.45","1752074098718","1"
"252","387","3","low","0","car","12.21","1752074098718","1"
"597","687","9","high","0","car","14.56","1752074098718","1"
"725","1322","6","average","0","car","13.21","1752074098718","1"
"303","387","2","low","0","bike","11.61","1752074098718","1"
"755","1200","8","high","0","cycle","13.94","1752074098718","1"
"244","1200","3","low","0","car","11.84","1752074098718","1"
"1182","1920","5","average","0","car","12.85","1752074098718","1"
"624","690","5","average","0","car","13.09","1752074098718","1"
"440","2803","3","low","0","truck","12.09","1752074098718","1"
"1040","3883","2","low","0","car","11.47","1752074098718","1"
"233","577","5","average","1","car","12.92","1752074098718","1"
"1358","2009","5","average","0","cycle","12.9","1752074098718","1"
"155","690","3","average","1","car","11.94","1752074098718","1"
"494","2803","2","low","0","cycle","11.4","1752074098718","1"
"1290","2009","6","average","0","cycle","13.29","1752074098718","1"
"341","485","2","low","0","car","11.84","1752074098718","1"
"307","485","3","average","0","bike","11.74","1752074098718","1"
"1332","2937","10","high","0","car","14.63","1752074098718","1"
"1374","3103","3","low","0","bike","11.74","1752074098718","1"
"1071","2937","2","low","0","car","11.55","1752074098718","1"
"597","2803","4","average","0","truck","12.39","1752074098718","1"
"673","2937","11","high","1","car","15.11","1752074098718","1"
"520","1322","3","average","0","car","11.83","1752074098718","1"
"600","3883","2","low","0","car","11.38","1752074098718","1"
"2806","3883","5","average","0","bike","12.64","1752074098718","1"
"612","3883","2","low","0","cycle","11.38","1752074098718","1"
"350","2803","2","low","0","car","11.35","1752074098718","1"
"124","577","2","low","0","cycle","11.43","1752074098718","1"
"917","3103","9","high","0","car","14.08","1752074098718","1"
"134","470","2","low","0","car","11.49","1752074098718","1"
"1166","3883","3","low","0","car","11.92","1752074098718","1"
"535","687","3","low","0","truck","12.61","1752074098718","1"
"2803","3883","6","average","0","car","13.35","1752074098718","1"
"435","687","3","low","0","car","12.19","1752074098718","1"
"489","687","3","low","0","bike","11.97","1752074098718","1"
"412","470","4","average","0","bike","12.36","1752074098718","1"
"325","687","3","low","0","car","12.06","1752074098718","1"
"597","690","3","low","0","bike","12.1","1752074098718","1"
"751","1200","3","average","0","bike","11.73","1752074098718","1"
"1181","2937","4","low","0","car","12.42","1752074098718","1"
"714","2937","2","low","0","car","11.45","1752074098718","1"
"440","1322","2","low","0","bike","11.24","1752074098718","1"
"1120","2009","9","high","0","bike","14.01","1752074098718","1"
"1205","1920","3","low","0","car","12.19","1752074098718","1"
"3294","3883","5","average","0","car","13.04","1752074098718","1"
"385","1322","2","low","0","car","11.49","1752074098718","1"
"456","470","8","high","0","car","14.23","1752074098718","1"
"237","387","3","low","0","cycle","12.18","1752074098718","1"
"475","690","2","low","0","cycle","11.82","1752074098718","1"
"686","1200","4","average","0","car","12.39","1752074098718","1"
"927","1322","11","high","1","car","15.5","1752074098718","1"
"588","687","4","average","0","truck","12.92","1752074098718","1"
"940","2937","3","low","0","car","11.93","1752074098718","1"
"64","577","1","low","0","bike","10.63","1752074098718","1"
"820","3103","2","low","0","car","11.47","1752074098718","1"
"145","577","3","low","0","car","11.88","1752074098718","1"
"928","2937","6","average","1","bike","12.97","1752074098718","1"
"1369","2009","5","average","0","car","12.9","1752074098718","1"
"342","387","7","high","0","cycle","13.74","1752074098718","1"
"306","485","5","high","0","truck","12.98","1752074098718","1"
"255","485","1","low","0","truck","11.56","1752074098718","1"
"3085","3883","4","low","0","car","12.75","1752074098718","1"
"606","1322","8","high","0","bike","13.51","1752074098718","1"
"389","387","5","high","0","car","13.0","1752074098718","1"
"362","687","2","low","0","bike","11.4","1752074098718","1"
"1239","3103","6","average","0","bike","12.79","1752074098718","1"
"1281","2937","9","high","0","bike","13.91","1752074098718","1"
"512","687","3","low","0","car","12.29","1752074098718","1"
"1375","1920","6","average","0","bike","13.06","1752074098718","1"
"545","3103","3","low","1","car","12.06","1752074098718","1"
"277","690","2","low","0","car","11.58","1752074098718","1"
"512","687","3","low","0","car","12.29","1752074098718","1"
"1160","2009","5","average","0","car","12.81","1752074098718","1"
"119","690","4","average","0","cycle","12.06","1752074098718","1"
